,Make,Model,Year,MSRP,Front Wheel Size (in),Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Net Horsepower,City Gas Mileage (mpg),Highway Gas Mileage (mpg)
2018 Subaru Forester,Subaru,Forester,2018,29495,18,20,Gas,70.7,68.2,181.5,AWD,5,4,SUV,250,23,27 
2017 Subaru Forester,Subaru,Forester,2017,29295,18,20,Gas,70.7,68.2,181.5,AWD,5,4,SUV,250,23,27 
2016 Subaru Forester,Subaru,Forester,2016,29195,18,20,Gas,70.7,68.2,180.9,AWD,5,4,SUV,250,23,28 
2015 Subaru Forester,Subaru,Forester,2015,28495,18,20,Gas,70.7,68.2,180.9,AWD,5,4,SUV,250,23,28 
2014 Subaru Forester,Subaru,Forester,2014,27995,18,20,Gas,70.7,68.2,180.9,AWD,5,4,SUV,250,23,28 
2013 Subaru Forester,Subaru,Forester,2013,22495,16,25,Gas,70.1,65.900,179.5,AWD,5,4,SUV,170,21,27 
2012 Subaru Forester,Subaru,Forester,2012,21795,16,25,Gas,70.1,65.9,179.5,AWD,5,4,SUV,170,21,27 
2011 Subaru Forester,Subaru,Forester,2011,21695,16,25,Gas,70.1,65.9,179.5,AWD,5,4,SUV,170,21,27 
2010 Subaru Forester,Subaru,Forester,2010,21495,16,25,Gas,70.1,65.9,179.5,AWD,5,4,SUV,170,20,26 
2009 Subaru Forester,Subaru,Forester,2009,21195,16,25,Gas,70.1,65.9,179.5,AWD,5,4,SUV,170,20,26 
2008 Subaru Forester,Subaru,Forester,2008,22495,16,25,Gas,68.3,62.6,176.6,AWD,5,4,SUV,170,20,26 
2024 Subaru Ascent,Subaru,Ascent,2024,34195,18,24,Gas,76,71.6,196.8,AWD,8,4,SUV,260,20,26 
2023 Subaru Ascent,Subaru,Ascent,2023,33895,18,24,Gas,76,71.6,196.8,AWD,8,4,SUV,260,20,26 
2022 Subaru Ascent,Subaru,Ascent,2022,32795,18,24,Gas,76,71.6,196.8,AWD,8,4,SUV,260,21,27 
2021 Subaru Ascent,Subaru,Ascent,2021,32295,18,24,Gas,76,71.6,196.8,AWD,8,4,SUV,260,21,27 
2020 Subaru Ascent,Subaru,Ascent,2020,31995,18,24,Gas,76,71.6,196.8,AWD,8,4,SUV,260,21,27 
2019 Subaru Ascent,Subaru,Ascent,2019,31995,18,24,Gas,76,71.6,196.8,AWD,8,4,SUV,260,21,27 
2016 Subaru Impreza,Subaru,Impreza,2016,19295,15,20,Gas,68.5,57.7,180.5,AWD,5,4,4dr,140,28,37 
2015 Subaru Impreza,Subaru,Impreza,2015,19195,15,20,Gas,68.5,57.7,180.5,AWD,5,4,4dr,140,28,37 
2014 Subaru Impreza,Subaru,Impreza,2014,18895,15,20,Gas,68.5,57.7,180.3,AWD,5,4,4dr,140,27,36 
2013 Subaru Impreza,Subaru,Impreza,2013,18895,15,20,Gas,68.5,57.7,180.3,AWD,5,4,4dr,140,27,36 
2012 Subaru Impreza,Subaru,Impreza,2012,18495,15,20,Gas,68.5,57.7,180.3,AWD,5,4,4dr,140,27,36 
2011 Subaru Impreza,Subaru,Impreza,2011,18495,16,25,Gas,68.5,58.1,180.3,AWD,5,4,4dr,170,20,26 
2010 Subaru Impreza,Subaru,Impreza,2010,26995,16,25,Gas,68.5,58.1,180.3,AWD,5,4,4dr,220,19,24 
2009 Subaru Impreza,Subaru,Impreza,2009,26995,16,25,Gas,68.5,58.1,180.3,AWD,5,4,4dr,220,19,24 
2008 Subaru Impreza,Subaru,Impreza,2008,27450,17,25,Gas,68.5,58.1,180.3,AWD,5,4,4dr,220,20,25 
2023 Subaru WRX,Subaru,WRX,2023,32455,17,24,Gas,71.9,57.8,183.8,AWD,5,4,4dr,270,19,25 
2022 Subaru WRX,Subaru,WRX,2022,31455,17,24,Gas,71.9,57.8,183.8,AWD,5,4,4dr,270,19,25 
2021 Subaru WRX,Subaru,WRX,2021,33995,18,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,18,24 
2020 Subaru WRX,Subaru,WRX,2020,33995,18,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,18,24 
2019 Subaru WRX,Subaru,WRX,2019,33695,18,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,18,24 
2018 Subaru WRX,Subaru,WRX,2018,32795,18,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,18,24 
2017 Subaru WRX,Subaru,WRX,2017,32195,18,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,18,24 
2016 Subaru WRX,Subaru,WRX,2016,31595,18,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,18,24 
2015 Subaru WRX,Subaru,WRX,2015,31195,17,20,Gas,70.7,58.1,180.9,AWD,5,4,4dr,260,19,25 
2014 Subaru WRX,Subaru,WRX,2014,25995,17,25,Gas,70.7,58.1,180.3,AWD,5,4,4dr,260,19,25 
2013 Subaru WRX,Subaru,WRX,2013,25795,17,25,Gas,70.7,58.1,180.3,AWD,5,4,4dr,260,17,25 
2012 Subaru WRX,Subaru,WRX,2012,25595,17,25,Gas,70.3,58.1,180.3,AWD,5,4,4dr,260,17,25 
2011 Subaru WRX,Subaru,WRX,2011,25495,17,25,Gas,70.3,58.1,180.3,AWD,5,4,4dr,260,19,25 
2010 Subaru WRX,Subaru,WRX,2010,24995,17,25,Gas,68.5,58.1,180.3,AWD,5,4,4dr,260,18,25 
2009 Subaru WRX,Subaru,WRX,2009,24995,17,25,Gas,68.5,58.1,180.3,AWD,5,4,4dr,260,18,25 
2023 Subaru BRZ,Subaru,BRZ,2023,32795,18,24,Gas,69.9,51.6,167.9,RWD,4,2,2dr,220,21,30 
2022 Subaru BRZ,Subaru,BRZ,2022,32295,18,24,Gas,69.9,51.6,167.9,RWD,4,2,2dr,220,21,30 
2020 Subaru BRZ,Subaru,BRZ,2020,29945,17,20,Gas,69.9,52,166.7,RWD,4,2,2dr,200,24,33 
2019 Subaru BRZ,Subaru,BRZ,2019,29745,17,20,Gas,69.9,52,166.7,RWD,4,2,2dr,200,24,33 
2018 Subaru BRZ,Subaru,BRZ,2018,29545,17,20,Gas,69.9,50.6,166.7,RWD,4,2,2dr,200,24,33 
2017 Subaru BRZ,Subaru,BRZ,2017,28745,17,20,Gas,69.9,50.6,166.7,RWD,4,2,2dr,200,24,33 
2016 Subaru BRZ,Subaru,BRZ,2016,28495,17,20,Gas,69.9,50.6,166.7,RWD,4,2,2dr,200,25,34 
2015 Subaru BRZ,Subaru,BRZ,2015,28795,17,20,Gas,69.9,50.6,166.7,RWD,4,2,2dr,200,25,34 
2014 Subaru BRZ,Subaru,BRZ,2014,28695,17,20,Gas,69.9,50.6,166.7,RWD,4,2,2dr,200,25,34 
2013 Subaru BRZ,Subaru,BRZ,2013,28595,17,20,Gas,69.9,50.6,166.7,RWD,4,2,2dr,200,25,34 
2024 Subaru Crosstrek,Subaru,Crosstrek,2024,24995,17,20,Gas,70.9,62.8,176.4,AWD,5,4,SUV,150,27,34 
2023 Subaru Crosstrek,Subaru,Crosstrek,2023,24995,17,20,Gas,71,63.6,176.5,AWD,5,4,SUV,150,28,33 
2022 Subaru Crosstrek,Subaru,Crosstrek,2022,24495,17,20,Gas,71,63.6,176.5,AWD,5,4,SUV,150,28,33 
2021 Subaru Crosstrek,Subaru,Crosstrek,2021,23595,17,20,Gas,71,63.6,176.5,AWD,5,4,SUV,150,28,33 
2020 Subaru Crosstrek,Subaru,Crosstrek,2020,23495,17,20,Gas,71,63.6,175.8,AWD,5,4,SUV,150,27,33 
2019 Subaru Crosstrek,Subaru,Crosstrek,2019,22895,17,20,Gas,71,63.6,175.8,AWD,5,4,SUV,150,27,33 
2018 Subaru Crosstrek,Subaru,Crosstrek,2018,22795,17,20,Gas,71,63.6,175.8,AWD,5,4,SUV,150,27,33 
2017 Subaru Crosstrek,Subaru,Crosstrek,2017,25195,17,20,Gas,70.1,63.6,175.2,AWD,5,4,SUV,140,26,33 
2016 Subaru Crosstrek,Subaru,Crosstrek,2016,25095,17,20,Gas,70.1,63.6,175.2,AWD,5,4,SUV,140,26,34 
2015 Subaru Crosstrek,Subaru,Crosstrek,2015,24795,17,20,Gas,70.1,63.6,175.2,AWD,5,4,SUV,140,26,34 
2014 Subaru Crosstrek,Subaru,Crosstrek,2014,24495,17,20,Gas,70.1,63.6,175.2,AWD,5,4,SUV,140,25,33 
2013 Subaru Crosstrek,Subaru,Crosstrek,2013,24495,17,20,Gas,70.1,63.600,175.2,AWD,5,4,Station Wagon,140,25,33 
2023 Tesla Model S,Tesla,Model S,2023,74990,19,,Electric,78.2,56.3,197.7,AWD,5,4,4dr,670,,
2022 Tesla Model S,Tesla,Model S,2022,104990,19,,Electric,78.2,56.3,197.7,AWD,5,4,4dr,670,,
2020 Tesla Model S,Tesla,Model S,2020,79990,19,,Electric,77.3,56.9,196,AWD,5,4,4dr,550,,
2019 Tesla Model S,Tesla,Model S,2019,94000,19,,Electric,77.3,56.5,196,AWD,5,4,4dr,,,
2018 Tesla Model S,Tesla,Model S,2018,96000,19,,Electric,77.3,56.5,196,AWD,5,4,4dr,,,
2017 Tesla Model S,Tesla,Model S,2017,94000,19,,Electric,77.3,56.5,196,AWD,5,4,4dr,570,,
2016 Tesla Model S,Tesla,Model S,2016,73000,19,,Electric,77.3,56.5,196,AWD,5,4,4dr,510,,
2015 Tesla Model S,Tesla,Model S,2015,75000,19,,Electric,77.3,56.5,196,AWD,5,4,4dr,320,,
2014 Tesla Model S,Tesla,Model S,2014,69900,19,,Electric,77.3,56.5,195.9,RWD,5,4,4dr,300,,
2013 Tesla Model S,Tesla,Model S,2013,69900,19,,Electric,77.3,56.5,196.0,RWD,5,4,4dr,360,,
2012 Tesla Model S,Tesla,Model S,2012,57400,19,,Electric,77.3,56.5,196.0,RWD,5,4,4dr,360,,
2023 Tesla Model 3,Tesla,Model 3,2023,45990,18,,Electric,72.8,56.8,184.8,AWD,5,4,4dr,420,,
2022 Tesla Model 3,Tesla,Model 3,2022,57990,18,,Electric,72.8,56.8,184.8,AWD,5,4,4dr,420,,
2021 Tesla Model 3,Tesla,Model 3,2021,50990,18,,Electric,72.8,56.8,184.8,AWD,5,4,4dr,,,
2020 Tesla Model 3,Tesla,Model 3,2020,46990,18,,Electric,72.8,56.8,184.8,AWD,5,4,4dr,420,,
2019 Tesla Model 3,Tesla,Model 3,2019,48990,18,,Electric,72.8,56.8,184.8,AWD,5,4,4dr,420,,
2018 Tesla Model 3,Tesla,Model 3,2018,53000,18,,Electric,72.8,56.8,184.8,AWD,5,4,4dr,,,
2023 Tesla Model X,Tesla,Model X,2023,79990,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,670,,
2021 Tesla Model X,Tesla,Model X,2021,104990,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,670,,
2020 Tesla Model X,Tesla,Model X,2020,84990,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,530,,
2019 Tesla Model X,Tesla,Model X,2019,97000,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,,,
2018 Tesla Model X,Tesla,Model X,2018,99000,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,,,
2017 Tesla Model X,Tesla,Model X,2017,96000,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,570,,
2016 Tesla Model X,Tesla,Model X,2016,74000,20,,Electric,78.7,66,198.3,AWD,5,4,SUV,510,,
2023 Tesla Model Y,Tesla,Model Y,2023,47740,19,,Electric,75.6,63.9,187,AWD,5,4,SUV,420,,
2022 Tesla Model Y,Tesla,Model Y,2022,65990,19,,Electric,75.6,63.9,187,AWD,5,4,SUV,420,,
2021 Tesla Model Y,Tesla,Model Y,2021,58990,19,,Electric,75.6,63.9,187,AWD,5,4,SUV,420,,
2020 Tesla Model Y,Tesla,Model Y,2020,49990,19,,Electric,75.6,63.9,187,AWD,5,4,SUV,420,,
2023 Toyota BZ4X,Toyota,BZ4X,2023,48780,20,,Electric,73.2,65,184.6,AWD,5,4,SUV,210,,
2024 Toyota Highlander,Toyota,Highlander,2024,42320,18,25,Gas/Electric,76,68.1,194.9,AWD,8,4,SUV,240,,
2023 Toyota Highlander,Toyota,Highlander,2023,47980,18,25,Gas/Electric,76,68.1,194.9,AWD,7,4,SUV,240,35,35 
2022 Toyota Highlander,Toyota,Highlander,2022,46180,18,25,Gas/Electric,76,68.1,194.9,AWD,7,4,SUV,240,35,35 
2021 Toyota Highlander,Toyota,Highlander,2021,40335,18,25,Gas/Electric,76,68.1,194.9,AWD,8,4,SUV,240,35,35 
2020 Toyota Highlander,Toyota,Highlander,2020,39800,18,25,Gas/Electric,76,68.1,194.9,AWD,8,4,SUV,240,35,35 
2019 Toyota Highlander,Toyota,Highlander,2019,37520,18,35,Gas/Electric,75.8,68.1,192.5,AWD,8,4,SUV,300,30,28 
2018 Toyota Highlander,Toyota,Highlander,2018,36870,18,35,Gas/Electric,75.8,68.1,192.5,AWD,8,4,SUV,300,30,28 
2017 Toyota Highlander,Toyota,Highlander,2017,36270,18,35,Gas/Electric,75.8,68.1,192.5,AWD,8,4,SUV,300,30,28 
2016 Toyota Highlander,Toyota,Highlander,2016,33475,18,35,Gas,75.8,68.1,191.1,AWD,8,4,SUV,270,18,24 
2015 Toyota Highlander,Toyota,Highlander,2015,41650,19,35,Gas,75.8,68.1,191.1,AWD,7,4,SUV,270,18,24 
2014 Toyota Highlander,Toyota,Highlander,2014,41100,19,35,Gas,75.8,68.1,191.1,AWD,7,4,SUV,270,18,24 
2013 Toyota Highlander,Toyota,Highlander,2013,31845,17,35,Gas,75.2,68.1,188.4,4WD,7,4,SUV,270,17,22 
2012 Toyota Highlander,Toyota,Highlander,2012,30845,17,35,Gas,75.2,68.1,188.4,4WD,7,4,SUV,270,17,22 
2011 Toyota Highlander,Toyota,Highlander,2011,30695,17,35,Gas,75.2,68.1,188.4,4WD,7,4,SUV,270,17,22 
2010 Toyota Highlander,Toyota,Highlander,2010,29200,17,35,Gas,75.2,68.1,188.4,4WD,7,4,SUV,270,17,23 
2009 Toyota Highlander,Toyota,Highlander,2009,29050,17,35,Gas,75.2,68.1,188.4,4WD,7,4,SUV,270,17,23 
2008 Toyota Highlander,Toyota,Highlander,2008,28950,17,35,Gas,75.2,68.1,188.4,4WD,7,4,SUV,270,17,23 
2023 Toyota Prius,Toyota,Prius,2023,27450,17,20,Gas/Electric,70.2,55.9,181.1,FWD,5,4,4dr,190,57,56 
2022 Toyota Prius,Toyota,Prius,2022,25075,15,18,Gas/Electric,69.3,57.9,180,FWD,5,4,4dr,120,58,53 
2021 Toyota Prius,Toyota,Prius,2021,29875,17,18,Gas/Electric,69.3,57.9,180,FWD,5,4,4dr,120,54,50 
2020 Toyota Prius,Toyota,Prius,2020,24325,15,18,Gas/Electric,69.3,57.9,180,FWD,5,4,4dr,120,58,53 
2019 Toyota Prius,Toyota,Prius,2019,23770,15,18,Gas/Electric,69.3,57.9,180,FWD,5,4,4dr,120,54,50 
2018 Toyota Prius,Toyota,Prius,2018,29685,15,18,Gas/Electric,69.3,58.1,178.7,FWD,5,4,4dr,120,54,50 
2017 Toyota Prius,Toyota,Prius,2017,29135,15,18,Gas/Electric,69.3,58.1,178.7,FWD,5,4,4dr,120,54,50 
2016 Toyota Prius,Toyota,Prius,2016,28650,15,18,Gas/Electric,69.3,58.1,178.7,FWD,5,4,4dr,120,54,50 
2015 Toyota Prius,Toyota,Prius,2015,30005,17,18,Gas/Electric,68.7,58.7,176.4,FWD,5,4,4dr,130,51,48 
2014 Toyota Prius,Toyota,Prius,2014,30005,17,18,Gas/Electric,68.7,58.7,176.4,FWD,5,4,4dr,130,51,48 
2013 Toyota Prius,Toyota,Prius,2013,30005,17,18,Gas/Electric,68.7,58.7,176.4,FWD,5,4,4dr,980,51,48 
2012 Toyota Prius,Toyota,Prius,2012,29805,17,18,Gas/Electric,68.7,58.7,175.6,FWD,5,4,4dr,980,51,48 
2011 Toyota Prius,Toyota,Prius,2011,22120,15,18,Gas/Electric,68.7,58.7,175.6,FWD,5,4,4dr,980,51,48 
2010 Toyota Prius,Toyota,Prius,2010,21400,15,18,Gas/Electric,68.7,58.7,175.6,FWD,5,4,4dr,980,51,48 
2009 Toyota Prius,Toyota,Prius,2009,23375,15,15,Gas/Electric,67.9,58.7,175.0,FWD,5,4,4dr,760,48,45 
2008 Toyota Prius,Toyota,Prius,2008,22875,15,15,Gas/Electric,67.9,58.7,175.0,FWD,5,4,4dr,760,48,45 
2024 Toyota Venza,Toyota,Venza,2024,34920,18,25,Gas/Electric,73,65.9,186.6,AWD,5,4,SUV,210,,
2023 Toyota Venza,Toyota,Venza,2023,34620,18,25,Gas/Electric,73,65.9,186.6,AWD,5,4,SUV,210,40,37 
2022 Toyota Venza,Toyota,Venza,2022,33240,18,25,Gas/Electric,73,65.9,186.6,AWD,5,4,SUV,210,40,37 
2021 Toyota Venza,Toyota,Venza,2021,32670,18,25,Gas/Electric,73,65.9,186.6,AWD,5,4,SUV,210,40,37 
2015 Toyota Venza,Toyota,Venza,2015,30515,19,27,Gas,75,63.4,189,AWD,5,4,SUV,180,20,26 
2014 Toyota Venza,Toyota,Venza,2014,29400,19,27,Gas,75,63.4,189,AWD,5,4,SUV,180,20,26 
2013 Toyota Venza,Toyota,Venza,2013,29300,19,27,Gas,75.0,63.400,189.0,AWD,5,4,SUV,180,20,26 
2012 Toyota Venza,Toyota,Venza,2012,28875,19,27,Gas,75.0,63.4,189.0,AWD,5,4,SUV,180,20,25 
2011 Toyota Venza,Toyota,Venza,2011,28575,19,27,Gas,75.0,63.4,189.0,AWD,5,4,SUV,180,20,25 
2010 Toyota Venza,Toyota,Venza,2010,27725,19,27,Gas,75.0,63.4,189.0,AWD,5,4,Station Wagon,180,20,28 
2009 Toyota Venza,Toyota,Venza,2009,27425,19,27,Gas,75.0,63.4,189.0,AWD,5,4,Station Wagon,180,18,25 
2024 Toyota Tundra,Toyota,Tundra,2024,62460,20,34,Gas,80.2,78,233.6,RWD,5,4,Pickup,380,,
2023 Toyota Tundra,Toyota,Tundra,2023,61460,20,34,Gas,80.2,78,233.6,RWD,5,4,Pickup,380,18,23 
2022 Toyota Tundra,Toyota,Tundra,2022,58390,20,34,Gas,80.2,78,233.6,RWD,5,4,Pickup,380,18,23 
2021 Toyota Tundra,Toyota,Tundra,2021,49345,20,57,Gas,79.9,75.8,228.9,RWD,5,4,Pickup,380,13,17 
2020 Toyota Tundra,Toyota,Tundra,2020,48775,20,57,Gas,79.9,75.8,228.9,RWD,5,4,Pickup,380,13,18 
2019 Toyota Tundra,Toyota,Tundra,2019,47630,20,57,Gas,79.9,75.8,228.9,RWD,5,4,Pickup,380,13,18 
2018 Toyota Tundra,Toyota,Tundra,2018,47280,20,57,Gas,79.9,75.8,228.9,RWD,5,4,Pickup,380,13,18 
2017 Toyota Tundra,Toyota,Tundra,2017,47080,20,57,Gas,79.9,75.8,228.9,RWD,5,4,Pickup,380,13,18 
2016 Toyota Tundra,Toyota,Tundra,2016,33270,18,46,Gas,79.9,75.8,228.9,RWD,6,4,Pickup,310,15,19 
2015 Toyota Tundra,Toyota,Tundra,2015,32480,18,46,Gas,79.9,75.8,228.9,RWD,6,4,Pickup,310,15,19 
2014 Toyota Tundra,Toyota,Tundra,2014,32105,18,46,Gas,79.9,75.8,228.9,RWD,6,4,Pickup,310,,
2013 Toyota Tundra,Toyota,Tundra,2013,30635,18,46,Gas,79.9,75.6,,RWD,6,4,Pickup,310,15,20 
2012 Toyota Tundra,Toyota,Tundra,2012,30335,18,46,Gas,79.9,75.6,,RWD,6,4,Pickup,310,15,20 
2011 Toyota Tundra,Toyota,Tundra,2011,29745,18,46,Gas,79.9,75.6,,RWD,6,4,Pickup,310,15,20 
2010 Toyota Tundra,Toyota,Tundra,2010,28765,18,46,Gas,79.9,75.6,,RWD,6,4,Pickup,310,15,20 
2009 Toyota Tundra,Toyota,Tundra,2009,27915,18,47,Gas,79.9,75.6,,RWD,6,4,Pickup,270,14,17 
2008 Toyota Tundra,Toyota,Tundra,2008,27785,18,47,Gas,79.9,75.6,,RWD,6,4,Pickup,270,14,17 
2024 Toyota Camry,Toyota,Camry,2024,28855,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,,
2023 Toyota Camry,Toyota,Camry,2023,28655,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,51,53 
2022 Toyota Camry,Toyota,Camry,2022,27980,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,51,53 
2021 Toyota Camry,Toyota,Camry,2021,27270,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,51,53 
2020 Toyota Camry,Toyota,Camry,2020,28430,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,51,53 
2019 Toyota Camry,Toyota,Camry,2019,28400,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,51,53 
2018 Toyota Camry,Toyota,Camry,2018,27950,16,25,Gas/Electric,72.4,56.9,192.1,FWD,5,4,4dr,200,51,53 
2017 Toyota Camry,Toyota,Camry,2017,26790,16,25,Gas/Electric,71.7,57.9,190.9,FWD,5,4,4dr,200,42,38 
2016 Toyota Camry,Toyota,Camry,2016,23070,16,25,Gas,71.7,57.9,190.9,FWD,5,4,4dr,170,25,35 
2015 Toyota Camry,Toyota,Camry,2015,22970,16,25,Gas,71.7,57.9,190.9,FWD,5,4,4dr,170,25,35 
2014 Toyota Camry,Toyota,Camry,2014,22425,16,25,Gas,71.7,57.9,189.2,FWD,5,4,4dr,170,25,35 
2013 Toyota Camry,Toyota,Camry,2013,22235,16,25,Gas,71.7,57.9,189.2,FWD,5,4,4dr,170,25,35 
2012 Toyota Camry,Toyota,Camry,2012,22055,16,25,Gas,71.7,57.9,189.2,FWD,5,4,4dr,170,25,35 
2011 Toyota Camry,Toyota,Camry,2011,21245,16,25,Gas,71.7,57.9,189.2,FWD,5,4,4dr,160,22,32 
2010 Toyota Camry,Toyota,Camry,2010,20445,16,25,Gas,71.7,57.9,189.2,FWD,5,4,4dr,160,22,32 
2009 Toyota Camry,Toyota,Camry,2009,20195,16,24,Gas,71.7,57.9,189.2,FWD,5,4,4dr,150,21,31 
2008 Toyota Camry,Toyota,Camry,2008,19620,16,24,Gas,71.7,57.9,189.2,FWD,5,4,4dr,150,21,31 
2023 Toyota Sienna,Toyota,Sienna,2023,38885,17,25,Gas/Electric,78.5,68.5,203.7,AWD,8,4,Van,240,35,36 
2022 Toyota Sienna,Toyota,Sienna,2022,37285,17,25,Gas/Electric,78.5,68.5,203.7,AWD,8,4,Van,240,35,36 
2021 Toyota Sienna,Toyota,Sienna,2021,36460,17,25,Gas/Electric,78.5,68.5,203.7,AWD,8,4,Van,240,35,36 
2020 Toyota Sienna,Toyota,Sienna,2020,31640,17,35,Gas,78.1,68.9,200.6,FWD,7,4,Van,290,19,26 
2019 Toyota Sienna,Toyota,Sienna,2019,31315,17,35,Gas,78.1,68.9,200.2,FWD,7,4,Van,290,19,27 
2018 Toyota Sienna,Toyota,Sienna,2018,30850,17,35,Gas,78.1,68.9,200.2,FWD,7,4,Van,290,19,27 
2017 Toyota Sienna,Toyota,Sienna,2017,29750,17,35,Gas,78.1,68.9,200.2,FWD,7,4,Van,290,19,27 
2016 Toyota Sienna,Toyota,Sienna,2016,28850,17,35,Gas,78.1,68.9,200.2,FWD,7,4,Van,260,18,25 
2015 Toyota Sienna,Toyota,Sienna,2015,28700,17,35,Gas,78.1,68.9,200.2,FWD,7,4,Van,260,18,25 
2014 Toyota Sienna,Toyota,Sienna,2014,26920,17,35,Gas,78.2,68.9,200.2,FWD,7,4,Van,260,18,25 
2013 Toyota Sienna,Toyota,Sienna,2013,26585,17,35,Gas,78.2,68.9,200.2,FWD,7,4,Van,260,18,25 
2012 Toyota Sienna,Toyota,Sienna,2012,25060,17,27,Gas,78.2,68.9,200.2,FWD,7,4,Van,180,19,24 
2011 Toyota Sienna,Toyota,Sienna,2011,25060,17,27,Gas,78.2,68.9,200.2,FWD,7,4,Van,180,19,24 
2010 Toyota Sienna,Toyota,Sienna,2010,24540,16,35,Gas,77.4,68.9,201.0,FWD,7,4,Van,260,17,23 
2009 Toyota Sienna,Toyota,Sienna,2009,24540,16,35,Gas,77.4,68.9,201.0,FWD,7,4,Van,260,17,23 
2008 Toyota Sienna,Toyota,Sienna,2008,24440,16,35,Gas,77.4,68.9,201.0,FWD,7,4,Van,260,17,23 
2024 Toyota Corolla,Toyota,Corolla,2024,24700,16,18,Gas/Electric,70.1,56.5,182.5,AWD,5,4,4dr,130,,
2023 Toyota Corolla,Toyota,Corolla,2023,24450,16,18,Gas/Electric,70.1,56.5,182.5,AWD,5,4,4dr,130,51,44 
2022 Toyota Corolla,Toyota,Corolla,2022,25570,18,20,Gas,70.1,55.9,182.5,FWD,5,4,4dr,160,31,38 
2021 Toyota Corolla,Toyota,Corolla,2021,25170,18,20,Gas,70.1,55.9,182.5,FWD,5,4,4dr,160,31,40 
2020 Toyota Corolla,Toyota,Corolla,2020,23100,15,18,Gas/Electric,70.1,56.5,182.3,FWD,5,4,4dr,120,53,52 
2019 Toyota Corolla,Toyota,Corolla,2019,18700,15,18,Gas,69.9,57.3,183.1,FWD,5,4,4dr,130,28,36 
2018 Toyota Corolla,Toyota,Corolla,2018,18600,15,18,Gas,69.9,57.3,183.1,FWD,5,4,4dr,130,28,36 
2017 Toyota Corolla,Toyota,Corolla,2017,21900,17,18,Gas,69.9,57.3,183.1,FWD,5,4,4dr,130,28,35 
2016 Toyota Corolla,Toyota,Corolla,2016,17900,15,18,Gas,69.9,57.3,182.6,FWD,5,4,4dr,130,,
2015 Toyota Corolla,Toyota,Corolla,2015,17550,15,18,Gas,69.9,57.3,182.6,FWD,5,4,4dr,130,27,36 
2014 Toyota Corolla,Toyota,Corolla,2014,17400,15,18,Gas,69.9,57.3,182.6,FWD,5,4,4dr,130,27,36 
2013 Toyota Corolla,Toyota,Corolla,2013,17060,15,18,Gas,69.4,57.7,180.0,FWD,5,4,4dr,130,26,34 
2012 Toyota Corolla,Toyota,Corolla,2012,16960,15,18,Gas,69.4,57.7,180.0,FWD,5,4,4dr,130,26,34 
2011 Toyota Corolla,Toyota,Corolla,2011,16700,15,18,Gas,69.4,57.7,180.0,FWD,5,4,4dr,130,26,34 
2010 Toyota Corolla,Toyota,Corolla,2010,16250,15,18,Gas,69.3,57.7,178.7,FWD,5,4,4dr,130,26,34 
2009 Toyota Corolla,Toyota,Corolla,2009,16150,15,18,Gas,69.3,57.7,178.7,FWD,5,4,4dr,130,27,35 
2008 Toyota Corolla,Toyota,Corolla,2008,15205,15,18,Gas,66.9,58.5,178.3,FWD,5,4,4dr,120,26,35 
2024 Toyota RAV4,Toyota,RAV4,2024,34670,19,25,Gas,73.4,68.6,181.5,AWD,5,4,SUV,200,,
2023 Toyota RAV4,Toyota,RAV4,2023,34470,19,25,Gas,73.4,68.6,181.5,AWD,5,4,SUV,200,25,33 
2022 Toyota RAV4,Toyota,RAV4,2022,33230,19,25,Gas,73.4,68.6,181.5,AWD,5,4,SUV,200,25,33 
2021 Toyota RAV4,Toyota,RAV4,2021,33455,19,25,Gas,73.4,68.6,181.5,AWD,5,4,SUV,200,25,33 
2020 Toyota RAV4,Toyota,RAV4,2020,33055,19,25,Gas,73.4,68.6,181.5,AWD,5,4,SUV,200,25,33 
2019 Toyota RAV4,Toyota,RAV4,2019,33050,19,25,Gas,73.4,68.6,181.5,AWD,5,4,SUV,200,25,33 
2018 Toyota RAV4,Toyota,RAV4,2018,28650,18,25,Gas,72.6,67.1,181.1,AWD,5,4,SUV,170,22,28 
